corpus,state,floor_gain_pp,floor_ci_low_pp,floor_ci_high_pp
provo,prefix,3.412156545778497,2.533164261145697,4.333088879507939
provo,post,6.530773649053699,5.276903852018571,7.819332333696581
natural_stories,prefix,0.6167693081714475,0.2002414359217605,0.949422684697642
natural_stories,post,2.128495055508689,1.4688715331106952,2.81374354528515
