text_id,word_position,FFD,TRT,word,word_clean,zipf_freq,log_unigram_freq,word_length,log_FFD,log_TRT,corpus,primary_RT,log_primary_RT,row_uid,surprisal,hidden_row_idx,token_ids_str,n_tokens,start_token_idx,end_token_idx,hidden_token_idx
49,19,200.9878048780488,336.3452380952381,recognized,recognized,4.52,-4.480170694158342,10,5.303244233969927,5.818138126783282,provo,200.9878048780488,5.303244233969927,provo:49:19,10.786077499389648,2326,[8018],1,21,21,21
49,20,177.9811320754717,145.46428571428572,when,when,6.37,-2.6307841240302645,4,5.181677545097731,4.979930597473209,provo,177.9811320754717,5.181677545097731,provo:49:20,6.72377872467041,2327,[618],1,22,22,22
49,21,201.44444444444449,122.67857142857144,the,the,7.73,-1.2700257134917023,3,5.305513633418632,4.809567694481246,provo,201.44444444444449,5.305513633418632,provo:49:21,1.309283971786499,2328,[262],1,23,23,23
49,22,186.10416666666663,116.13095238095238,sun,sun,4.97,-4.03011789077199,3,5.2263065527939485,4.754718454213898,provo,186.10416666666663,5.2263065527939485,provo:49:22,1.9927345514297485,2329,[4252],1,24,24,24
49,23,184.29166666666663,120.33333333333331,was,was,6.82,-2.1797985339440955,3,5.216519647520381,4.790265669664771,provo,184.29166666666663,5.216519647520381,provo:49:23,1.4261999130249023,2330,[373],1,25,25,25
49,24,199.45238095238096,101.95238095238096,the,the,7.73,-1.2700257134917023,3,5.295575515870441,4.62450585086626,provo,199.45238095238096,5.295575515870441,provo:49:24,7.051790237426758,2331,[262],1,26,26,26
49,25,207.88059701492537,211.4047619047619,highest,highest,4.86,-4.140260833949011,7,5.3369638620570585,5.3537745987489584,provo,207.88059701492537,5.3369638620570585,provo:49:25,4.361658096313477,2332,[4511],1,27,27,27
49,26,201.66666666666663,47.29761904761905,in,in,7.27,-1.730487053447167,2,5.306616169362732,3.8564599569712854,provo,201.66666666666663,5.306616169362732,provo:49:26,2.257416009902954,2333,[287],1,28,28,28
49,27,205.85365853658536,110.28571428571428,the,the,7.73,-1.2700257134917023,3,5.327165520885695,4.703074400969463,provo,205.85365853658536,5.327165520885695,provo:49:27,0.2982674539089203,2334,[262],1,29,29,29
49,28,198.97435897435895,101.61904761904762,"sky,",sky,4.72,-4.279839869367247,3,5.293175967047618,4.621230994138275,provo,198.97435897435895,5.293175967047618,provo:49:28,2.7791738510131836,2335,"[6766, 11]",2,30,31,31
